num_columns,day_of_week,day,month,year,minute,hour,qhr,num_days_since_start,num_hours_since_start,num_mins_since_start,lineage,table_name,cluster_labels
214,4,30,3,2018,7,13,52,748,17964,1077845,google_analytics_sample,ga_sessions_20161210,0
214,4,30,3,2018,15,14,57,748,17965,1077914,google_analytics_sample,ga_sessions_20161211,0
214,4,30,3,2018,16,14,57,748,17965,1077914,google_analytics_sample,ga_sessions_20161212,0
214,4,30,3,2018,16,14,57,748,17965,1077914,google_analytics_sample,ga_sessions_20161213,0
214,4,30,3,2018,16,14,57,748,17965,1077915,google_analytics_sample,ga_sessions_20161214,0
214,4,30,3,2018,17,14,57,748,17965,1077915,google_analytics_sample,ga_sessions_20161215,0
214,4,30,3,2018,17,14,57,748,17965,1077915,google_analytics_sample,ga_sessions_20161216,0
214,4,30,3,2018,18,14,57,748,17965,1077916,google_analytics_sample,ga_sessions_20161217,0
214,4,30,3,2018,18,14,57,748,17965,1077916,google_analytics_sample,ga_sessions_20161218,0
214,4,30,3,2018,19,14,57,748,17965,1077917,google_analytics_sample,ga_sessions_20161219,0
214,4,30,3,2018,19,14,57,748,17965,1077917,google_analytics_sample,ga_sessions_20161220,0
214,4,30,3,2018,19,14,57,748,17965,1077917,google_analytics_sample,ga_sessions_20161221,0
214,4,30,3,2018,20,14,57,748,17965,1077918,google_analytics_sample,ga_sessions_20161222,0
214,4,30,3,2018,20,14,57,748,17965,1077918,google_analytics_sample,ga_sessions_20161223,0
214,4,30,3,2018,21,14,57,748,17965,1077919,google_analytics_sample,ga_sessions_20161224,0
214,4,30,3,2018,21,14,57,748,17965,1077919,google_analytics_sample,ga_sessions_20161225,0
214,4,30,3,2018,22,14,57,748,17965,1077920,google_analytics_sample,ga_sessions_20161226,0
214,4,30,3,2018,56,14,59,748,17966,1077954,google_analytics_sample,ga_sessions_20161227,0
214,4,30,3,2018,57,14,59,748,17966,1077955,google_analytics_sample,ga_sessions_20161228,0
214,4,30,3,2018,57,14,59,748,17966,1077955,google_analytics_sample,ga_sessions_20161229,0
214,4,30,3,2018,58,14,59,748,17966,1077956,google_analytics_sample,ga_sessions_20161230,0
214,4,30,3,2018,59,14,59,748,17966,1077957,google_analytics_sample,ga_sessions_20161231,0
214,4,30,3,2018,59,14,59,748,17966,1077957,google_analytics_sample,ga_sessions_20170101,0
214,4,30,3,2018,0,15,60,748,17966,1077958,google_analytics_sample,ga_sessions_20170102,0
214,4,30,3,2018,1,15,60,748,17966,1077959,google_analytics_sample,ga_sessions_20170103,0
214,4,30,3,2018,1,15,60,748,17966,1077959,google_analytics_sample,ga_sessions_20170104,0
214,4,30,3,2018,2,15,60,748,17966,1077960,google_analytics_sample,ga_sessions_20170105,0
214,4,30,3,2018,3,15,60,748,17966,1077961,google_analytics_sample,ga_sessions_20170106,0
214,4,30,3,2018,4,15,60,748,17966,1077962,google_analytics_sample,ga_sessions_20170107,0
214,4,30,3,2018,5,15,60,748,17966,1077963,google_analytics_sample,ga_sessions_20170108,0
214,4,30,3,2018,5,15,60,748,17966,1077963,google_analytics_sample,ga_sessions_20170109,0
214,4,30,3,2018,6,15,60,748,17966,1077964,google_analytics_sample,ga_sessions_20170110,0
214,4,30,3,2018,7,15,60,748,17966,1077965,google_analytics_sample,ga_sessions_20170111,0
214,4,30,3,2018,8,15,60,748,17966,1077966,google_analytics_sample,ga_sessions_20170112,0
214,4,30,3,2018,8,15,60,748,17966,1077967,google_analytics_sample,ga_sessions_20170113,0
214,4,30,3,2018,9,15,60,748,17966,1077967,google_analytics_sample,ga_sessions_20170114,0
214,4,30,3,2018,10,15,60,748,17966,1077968,google_analytics_sample,ga_sessions_20170115,0
214,4,30,3,2018,11,15,60,748,17966,1077969,google_analytics_sample,ga_sessions_20170116,0
214,4,30,3,2018,11,15,60,748,17966,1077970,google_analytics_sample,ga_sessions_20170117,0
214,4,30,3,2018,12,15,60,748,17966,1077970,google_analytics_sample,ga_sessions_20170118,0
214,4,30,3,2018,13,15,60,748,17966,1077971,google_analytics_sample,ga_sessions_20170119,0
214,4,30,3,2018,13,15,60,748,17966,1077972,google_analytics_sample,ga_sessions_20170120,0
214,4,30,3,2018,19,15,61,748,17966,1077978,google_analytics_sample,ga_sessions_20170121,0
214,4,30,3,2018,20,15,61,748,17966,1077978,google_analytics_sample,ga_sessions_20170122,0
214,4,30,3,2018,26,15,61,748,17966,1077985,google_analytics_sample,ga_sessions_20170123,0
214,4,30,3,2018,33,15,62,748,17967,1077991,google_analytics_sample,ga_sessions_20170124,0
214,4,30,3,2018,35,15,62,748,17967,1077993,google_analytics_sample,ga_sessions_20170125,0
214,4,30,3,2018,36,15,62,748,17967,1077994,google_analytics_sample,ga_sessions_20170126,0
214,4,30,3,2018,42,15,62,748,17967,1078000,google_analytics_sample,ga_sessions_20170127,0
214,4,30,3,2018,43,15,62,748,17967,1078001,google_analytics_sample,ga_sessions_20170128,0
214,4,30,3,2018,49,15,63,748,17967,1078007,google_analytics_sample,ga_sessions_20170129,0
214,4,30,3,2018,50,15,63,748,17967,1078008,google_analytics_sample,ga_sessions_20170130,0
214,4,30,3,2018,51,15,63,748,17967,1078009,google_analytics_sample,ga_sessions_20170131,0
214,4,30,3,2018,57,15,63,748,17967,1078015,google_analytics_sample,ga_sessions_20170201,0
214,4,30,3,2018,1,16,64,748,17967,1078019,google_analytics_sample,ga_sessions_20170202,0
214,4,30,3,2018,1,16,64,748,17967,1078020,google_analytics_sample,ga_sessions_20170203,0
214,4,30,3,2018,5,16,64,748,17967,1078023,google_analytics_sample,ga_sessions_20170204,0
214,4,30,3,2018,6,16,64,748,17967,1078024,google_analytics_sample,ga_sessions_20170205,0
214,4,30,3,2018,7,16,64,748,17967,1078025,google_analytics_sample,ga_sessions_20170206,0
214,4,30,3,2018,8,16,64,748,17967,1078026,google_analytics_sample,ga_sessions_20170207,0
214,4,30,3,2018,8,16,64,748,17967,1078026,google_analytics_sample,ga_sessions_20170208,0
214,4,30,3,2018,12,16,64,748,17967,1078030,google_analytics_sample,ga_sessions_20170209,0
214,4,30,3,2018,15,16,65,748,17967,1078033,google_analytics_sample,ga_sessions_20170210,0
214,4,30,3,2018,16,16,65,748,17967,1078034,google_analytics_sample,ga_sessions_20170211,0
214,4,30,3,2018,17,16,65,748,17967,1078035,google_analytics_sample,ga_sessions_20170212,0
214,4,30,3,2018,20,16,65,748,17967,1078038,google_analytics_sample,ga_sessions_20170213,0
214,4,30,3,2018,24,16,65,748,17967,1078042,google_analytics_sample,ga_sessions_20170214,0
214,4,30,3,2018,27,16,65,748,17967,1078045,google_analytics_sample,ga_sessions_20170215,0
214,4,30,3,2018,30,16,66,748,17967,1078048,google_analytics_sample,ga_sessions_20170216,0
214,4,30,3,2018,34,16,66,748,17968,1078052,google_analytics_sample,ga_sessions_20170217,0
214,4,30,3,2018,34,16,66,748,17968,1078053,google_analytics_sample,ga_sessions_20170218,0
214,4,30,3,2018,35,16,66,748,17968,1078053,google_analytics_sample,ga_sessions_20170219,0
214,4,30,3,2018,39,16,66,748,17968,1078057,google_analytics_sample,ga_sessions_20170220,0
214,4,30,3,2018,40,16,66,748,17968,1078058,google_analytics_sample,ga_sessions_20170221,0
214,4,30,3,2018,40,16,66,748,17968,1078059,google_analytics_sample,ga_sessions_20170222,0
214,4,30,3,2018,41,16,66,748,17968,1078059,google_analytics_sample,ga_sessions_20170223,0
214,4,30,3,2018,43,16,66,748,17968,1078061,google_analytics_sample,ga_sessions_20170224,0
214,4,30,3,2018,43,16,66,748,17968,1078061,google_analytics_sample,ga_sessions_20170225,0
214,4,30,3,2018,53,16,67,748,17968,1078071,google_analytics_sample,ga_sessions_20170226,0
214,4,30,3,2018,54,16,67,748,17968,1078072,google_analytics_sample,ga_sessions_20170227,0
214,4,30,3,2018,54,16,67,748,17968,1078072,google_analytics_sample,ga_sessions_20170228,0
214,4,30,3,2018,55,16,67,748,17968,1078073,google_analytics_sample,ga_sessions_20170301,0
214,4,30,3,2018,55,16,67,748,17968,1078074,google_analytics_sample,ga_sessions_20170302,0
214,4,30,3,2018,56,16,67,748,17968,1078074,google_analytics_sample,ga_sessions_20170303,0
214,4,30,3,2018,56,16,67,748,17968,1078074,google_analytics_sample,ga_sessions_20170304,0
214,4,30,3,2018,57,16,67,748,17968,1078075,google_analytics_sample,ga_sessions_20170305,0
214,4,30,3,2018,57,16,67,748,17968,1078075,google_analytics_sample,ga_sessions_20170306,0
214,4,30,3,2018,58,16,67,748,17968,1078076,google_analytics_sample,ga_sessions_20170307,0
214,4,30,3,2018,58,16,67,748,17968,1078077,google_analytics_sample,ga_sessions_20170308,0
214,4,30,3,2018,59,16,67,748,17968,1078077,google_analytics_sample,ga_sessions_20170309,0
214,4,30,3,2018,59,16,67,748,17968,1078078,google_analytics_sample,ga_sessions_20170310,0
214,4,30,3,2018,0,17,68,748,17968,1078078,google_analytics_sample,ga_sessions_20170311,0
214,4,30,3,2018,1,17,68,748,17968,1078079,google_analytics_sample,ga_sessions_20170312,0
214,4,30,3,2018,4,17,68,748,17968,1078082,google_analytics_sample,ga_sessions_20170313,0
214,4,30,3,2018,5,17,68,748,17968,1078083,google_analytics_sample,ga_sessions_20170314,0
214,4,30,3,2018,16,17,69,748,17968,1078094,google_analytics_sample,ga_sessions_20170315,0
214,4,30,3,2018,17,17,69,748,17968,1078095,google_analytics_sample,ga_sessions_20170316,0
214,4,30,3,2018,17,17,69,748,17968,1078095,google_analytics_sample,ga_sessions_20170317,0
214,4,30,3,2018,18,17,69,748,17968,1078096,google_analytics_sample,ga_sessions_20170318,0
214,4,30,3,2018,22,17,69,748,17968,1078100,google_analytics_sample,ga_sessions_20170319,0
214,4,30,3,2018,23,17,69,748,17968,1078101,google_analytics_sample,ga_sessions_20170320,0
214,4,30,3,2018,23,17,69,748,17968,1078102,google_analytics_sample,ga_sessions_20170321,0
214,4,30,3,2018,24,17,69,748,17968,1078102,google_analytics_sample,ga_sessions_20170322,0
214,4,30,3,2018,25,17,69,748,17968,1078103,google_analytics_sample,ga_sessions_20170323,0
214,4,30,3,2018,26,17,69,748,17968,1078104,google_analytics_sample,ga_sessions_20170324,0
214,4,30,3,2018,26,17,69,748,17968,1078105,google_analytics_sample,ga_sessions_20170325,0
214,4,30,3,2018,28,17,69,748,17968,1078106,google_analytics_sample,ga_sessions_20170326,0
214,4,30,3,2018,28,17,69,748,17968,1078106,google_analytics_sample,ga_sessions_20170327,0
214,4,30,3,2018,29,17,69,748,17968,1078107,google_analytics_sample,ga_sessions_20170328,0
214,4,30,3,2018,48,17,71,748,17969,1078126,google_analytics_sample,ga_sessions_20170329,0
214,4,30,3,2018,49,17,71,748,17969,1078127,google_analytics_sample,ga_sessions_20170330,0
214,4,30,3,2018,49,17,71,748,17969,1078127,google_analytics_sample,ga_sessions_20170331,0
214,4,30,3,2018,50,17,71,748,17969,1078128,google_analytics_sample,ga_sessions_20170401,0
214,4,30,3,2018,51,17,71,748,17969,1078129,google_analytics_sample,ga_sessions_20170402,0
214,4,30,3,2018,52,17,71,748,17969,1078130,google_analytics_sample,ga_sessions_20170403,0
214,4,30,3,2018,52,17,71,748,17969,1078130,google_analytics_sample,ga_sessions_20170404,0
214,4,30,3,2018,53,17,71,748,17969,1078131,google_analytics_sample,ga_sessions_20170405,0
214,4,30,3,2018,53,17,71,748,17969,1078131,google_analytics_sample,ga_sessions_20170406,0
214,4,30,3,2018,53,17,71,748,17969,1078132,google_analytics_sample,ga_sessions_20170407,0
214,4,30,3,2018,0,18,72,748,17969,1078138,google_analytics_sample,ga_sessions_20170408,0
214,4,30,3,2018,1,18,72,748,17969,1078139,google_analytics_sample,ga_sessions_20170409,0
214,4,30,3,2018,2,18,72,748,17969,1078140,google_analytics_sample,ga_sessions_20170410,0
214,4,30,3,2018,2,18,72,748,17969,1078140,google_analytics_sample,ga_sessions_20170411,0
214,4,30,3,2018,3,18,72,748,17969,1078141,google_analytics_sample,ga_sessions_20170412,0
214,4,30,3,2018,4,18,72,748,17969,1078142,google_analytics_sample,ga_sessions_20170413,0
214,4,30,3,2018,24,18,73,748,17969,1078162,google_analytics_sample,ga_sessions_20170414,0
214,4,30,3,2018,8,19,76,748,17970,1078206,google_analytics_sample,ga_sessions_20170415,0
214,4,30,3,2018,9,19,76,748,17970,1078207,google_analytics_sample,ga_sessions_20170416,0
214,4,30,3,2018,9,19,76,748,17970,1078207,google_analytics_sample,ga_sessions_20170417,0
214,4,30,3,2018,13,19,76,748,17970,1078211,google_analytics_sample,ga_sessions_20170418,0
214,4,30,3,2018,17,19,77,748,17970,1078215,google_analytics_sample,ga_sessions_20170419,0
214,4,30,3,2018,20,19,77,748,17970,1078218,google_analytics_sample,ga_sessions_20170420,0
214,4,30,3,2018,24,19,77,748,17970,1078222,google_analytics_sample,ga_sessions_20170421,0
214,4,30,3,2018,25,19,77,748,17970,1078223,google_analytics_sample,ga_sessions_20170422,0
214,4,30,3,2018,25,19,77,748,17970,1078223,google_analytics_sample,ga_sessions_20170423,0
214,4,30,3,2018,29,19,77,748,17970,1078227,google_analytics_sample,ga_sessions_20170424,0
214,4,30,3,2018,33,19,78,748,17971,1078231,google_analytics_sample,ga_sessions_20170425,0
214,4,30,3,2018,34,19,78,748,17971,1078232,google_analytics_sample,ga_sessions_20170426,0
214,4,30,3,2018,37,19,78,748,17971,1078235,google_analytics_sample,ga_sessions_20170427,0
214,4,30,3,2018,41,19,78,748,17971,1078239,google_analytics_sample,ga_sessions_20170428,0
214,4,30,3,2018,42,19,78,748,17971,1078240,google_analytics_sample,ga_sessions_20170429,0
214,4,30,3,2018,43,19,78,748,17971,1078241,google_analytics_sample,ga_sessions_20170430,0
214,4,30,3,2018,46,19,79,748,17971,1078245,google_analytics_sample,ga_sessions_20170501,0
214,4,30,3,2018,50,19,79,748,17971,1078248,google_analytics_sample,ga_sessions_20170502,0
214,4,30,3,2018,54,19,79,748,17971,1078252,google_analytics_sample,ga_sessions_20170503,0
214,4,30,3,2018,57,19,79,748,17971,1078255,google_analytics_sample,ga_sessions_20170504,0
214,4,30,3,2018,1,20,80,748,17971,1078259,google_analytics_sample,ga_sessions_20170505,0
214,4,30,3,2018,2,20,80,748,17971,1078260,google_analytics_sample,ga_sessions_20170506,0
214,4,30,3,2018,5,20,80,748,17971,1078263,google_analytics_sample,ga_sessions_20170507,0
214,4,30,3,2018,9,20,80,748,17971,1078267,google_analytics_sample,ga_sessions_20170508,0
214,4,30,3,2018,13,20,80,748,17971,1078271,google_analytics_sample,ga_sessions_20170509,0
214,4,30,3,2018,17,20,81,748,17971,1078275,google_analytics_sample,ga_sessions_20170510,0
214,4,30,3,2018,21,20,81,748,17971,1078279,google_analytics_sample,ga_sessions_20170511,0
214,4,30,3,2018,24,20,81,748,17971,1078282,google_analytics_sample,ga_sessions_20170512,0
214,4,30,3,2018,28,20,81,748,17971,1078286,google_analytics_sample,ga_sessions_20170513,0
214,4,30,3,2018,31,20,82,748,17971,1078290,google_analytics_sample,ga_sessions_20170514,0
214,4,30,3,2018,35,20,82,748,17972,1078293,google_analytics_sample,ga_sessions_20170515,0
214,4,30,3,2018,36,20,82,748,17972,1078294,google_analytics_sample,ga_sessions_20170516,0
214,4,30,3,2018,40,20,82,748,17972,1078298,google_analytics_sample,ga_sessions_20170517,0
214,4,30,3,2018,41,20,82,748,17972,1078299,google_analytics_sample,ga_sessions_20170518,0
214,4,30,3,2018,45,20,83,748,17972,1078303,google_analytics_sample,ga_sessions_20170519,0
214,4,30,3,2018,46,20,83,748,17972,1078304,google_analytics_sample,ga_sessions_20170520,0
214,4,30,3,2018,47,20,83,748,17972,1078305,google_analytics_sample,ga_sessions_20170521,0
214,4,30,3,2018,47,20,83,748,17972,1078305,google_analytics_sample,ga_sessions_20170522,0
214,4,30,3,2018,48,20,83,748,17972,1078306,google_analytics_sample,ga_sessions_20170523,0
214,4,30,3,2018,52,20,83,748,17972,1078310,google_analytics_sample,ga_sessions_20170524,0
214,4,30,3,2018,53,20,83,748,17972,1078311,google_analytics_sample,ga_sessions_20170525,0
214,4,30,3,2018,54,20,83,748,17972,1078312,google_analytics_sample,ga_sessions_20170526,0
214,4,30,3,2018,54,20,83,748,17972,1078312,google_analytics_sample,ga_sessions_20170527,0
214,4,30,3,2018,55,20,83,748,17972,1078313,google_analytics_sample,ga_sessions_20170528,0
214,4,30,3,2018,59,20,83,748,17972,1078317,google_analytics_sample,ga_sessions_20170529,0
214,4,30,3,2018,0,21,84,748,17972,1078318,google_analytics_sample,ga_sessions_20170530,0
214,4,30,3,2018,1,21,84,748,17972,1078319,google_analytics_sample,ga_sessions_20170531,0
214,4,30,3,2018,2,21,84,748,17972,1078320,google_analytics_sample,ga_sessions_20170601,0
214,4,30,3,2018,3,21,84,748,17972,1078321,google_analytics_sample,ga_sessions_20170602,0
214,4,30,3,2018,4,21,84,748,17972,1078322,google_analytics_sample,ga_sessions_20170603,0
214,4,30,3,2018,5,21,84,748,17972,1078324,google_analytics_sample,ga_sessions_20170604,0
214,4,30,3,2018,6,21,84,748,17972,1078324,google_analytics_sample,ga_sessions_20170605,0
214,4,30,3,2018,7,21,84,748,17972,1078325,google_analytics_sample,ga_sessions_20170606,0
214,4,30,3,2018,8,21,84,748,17972,1078326,google_analytics_sample,ga_sessions_20170607,0
214,4,30,3,2018,9,21,84,748,17972,1078327,google_analytics_sample,ga_sessions_20170608,0
214,4,30,3,2018,10,21,84,748,17972,1078328,google_analytics_sample,ga_sessions_20170609,0
214,4,30,3,2018,11,21,84,748,17972,1078329,google_analytics_sample,ga_sessions_20170610,0
214,4,30,3,2018,12,21,84,748,17972,1078330,google_analytics_sample,ga_sessions_20170611,0
214,4,30,3,2018,13,21,84,748,17972,1078331,google_analytics_sample,ga_sessions_20170612,0
214,4,30,3,2018,14,21,84,748,17972,1078332,google_analytics_sample,ga_sessions_20170613,0
214,4,30,3,2018,15,21,85,748,17972,1078333,google_analytics_sample,ga_sessions_20170614,0
214,4,30,3,2018,16,21,85,748,17972,1078334,google_analytics_sample,ga_sessions_20170615,0
214,4,30,3,2018,17,21,85,748,17972,1078335,google_analytics_sample,ga_sessions_20170616,0
214,4,30,3,2018,18,21,85,748,17972,1078336,google_analytics_sample,ga_sessions_20170617,0
214,4,30,3,2018,19,21,85,748,17972,1078337,google_analytics_sample,ga_sessions_20170618,0
214,4,30,3,2018,20,21,85,748,17972,1078338,google_analytics_sample,ga_sessions_20170619,0
214,4,30,3,2018,21,21,85,748,17972,1078339,google_analytics_sample,ga_sessions_20170620,0
214,4,30,3,2018,22,21,85,748,17972,1078340,google_analytics_sample,ga_sessions_20170621,0
214,4,30,3,2018,23,21,85,748,17972,1078341,google_analytics_sample,ga_sessions_20170622,0
214,4,30,3,2018,24,21,85,748,17972,1078342,google_analytics_sample,ga_sessions_20170623,0
214,4,30,3,2018,25,21,85,748,17972,1078343,google_analytics_sample,ga_sessions_20170624,0
214,4,30,3,2018,26,21,85,748,17972,1078344,google_analytics_sample,ga_sessions_20170625,0
214,4,30,3,2018,27,21,85,748,17972,1078345,google_analytics_sample,ga_sessions_20170626,0
214,4,30,3,2018,28,21,85,748,17972,1078346,google_analytics_sample,ga_sessions_20170627,0
214,4,30,3,2018,29,21,85,748,17972,1078347,google_analytics_sample,ga_sessions_20170628,0
214,4,30,3,2018,33,21,86,748,17973,1078351,google_analytics_sample,ga_sessions_20170629,0
214,4,30,3,2018,34,21,86,748,17973,1078352,google_analytics_sample,ga_sessions_20170630,0
226,4,30,3,2018,35,21,86,748,17973,1078353,google_analytics_sample,ga_sessions_20170701,0
226,4,30,3,2018,36,21,86,748,17973,1078354,google_analytics_sample,ga_sessions_20170702,0
226,4,30,3,2018,40,21,86,748,17973,1078358,google_analytics_sample,ga_sessions_20170703,0
226,4,30,3,2018,41,21,86,748,17973,1078359,google_analytics_sample,ga_sessions_20170704,0
226,4,30,3,2018,55,21,87,748,17973,1078373,google_analytics_sample,ga_sessions_20170705,0
226,4,30,3,2018,56,21,87,748,17973,1078374,google_analytics_sample,ga_sessions_20170706,0
226,4,30,3,2018,56,21,87,748,17973,1078374,google_analytics_sample,ga_sessions_20170707,0
226,4,30,3,2018,56,21,87,748,17973,1078374,google_analytics_sample,ga_sessions_20170708,0
226,4,30,3,2018,57,21,87,748,17973,1078375,google_analytics_sample,ga_sessions_20170709,0
226,4,30,3,2018,57,21,87,748,17973,1078375,google_analytics_sample,ga_sessions_20170710,0
226,4,30,3,2018,58,21,87,748,17973,1078376,google_analytics_sample,ga_sessions_20170711,0
226,5,31,3,2018,44,0,2,748,17976,1078542,google_analytics_sample,ga_sessions_20170712,0
226,5,31,3,2018,44,0,2,748,17976,1078542,google_analytics_sample,ga_sessions_20170713,0
226,5,31,3,2018,45,0,3,748,17976,1078543,google_analytics_sample,ga_sessions_20170714,0
226,5,31,3,2018,45,0,3,748,17976,1078543,google_analytics_sample,ga_sessions_20170715,0
226,5,31,3,2018,46,0,3,748,17976,1078544,google_analytics_sample,ga_sessions_20170716,0
226,5,31,3,2018,46,0,3,748,17976,1078544,google_analytics_sample,ga_sessions_20170717,0
226,5,31,3,2018,47,0,3,748,17976,1078545,google_analytics_sample,ga_sessions_20170718,0
226,5,31,3,2018,47,0,3,748,17976,1078545,google_analytics_sample,ga_sessions_20170719,0
226,5,31,3,2018,48,0,3,748,17976,1078546,google_analytics_sample,ga_sessions_20170720,0
226,5,31,3,2018,48,0,3,748,17976,1078546,google_analytics_sample,ga_sessions_20170721,0
226,5,31,3,2018,49,0,3,748,17976,1078547,google_analytics_sample,ga_sessions_20170722,0
226,5,31,3,2018,49,0,3,748,17976,1078547,google_analytics_sample,ga_sessions_20170723,0
226,5,31,3,2018,50,0,3,748,17976,1078548,google_analytics_sample,ga_sessions_20170724,0
226,5,31,3,2018,50,0,3,748,17976,1078548,google_analytics_sample,ga_sessions_20170725,0
226,5,31,3,2018,50,0,3,748,17976,1078548,google_analytics_sample,ga_sessions_20170726,0
226,5,31,3,2018,51,0,3,748,17976,1078549,google_analytics_sample,ga_sessions_20170727,0
226,5,31,3,2018,3,1,4,749,17976,1078562,google_analytics_sample,ga_sessions_20170728,0
226,5,31,3,2018,4,1,4,749,17976,1078562,google_analytics_sample,ga_sessions_20170729,0
226,5,31,3,2018,4,1,4,749,17976,1078562,google_analytics_sample,ga_sessions_20170730,0
226,5,31,3,2018,5,1,4,749,17976,1078563,google_analytics_sample,ga_sessions_20170731,0
226,5,31,3,2018,5,1,4,749,17976,1078563,google_analytics_sample,ga_sessions_20170801,0
93,1,7,8,2018,13,19,76,878,21090,1265411,google_political_ads,advertiser_stats,16
86,1,7,8,2018,14,19,76,878,21090,1265413,google_political_ads,advertiser_weekly_spend,16
178,1,7,8,2018,15,19,77,878,21090,1265413,google_political_ads,campaign_targeting,16
168,4,10,8,2018,5,14,56,881,21157,1269423,google_political_ads,creative_stats,16
54,1,7,8,2018,12,19,76,878,21090,1265410,google_political_ads,geo_spend,16
177,1,7,8,2018,23,19,77,878,21090,1265421,google_political_ads,top_keywords_history,16
89,5,12,3,2016,38,1,6,0,1,36,hacker_news,comments,2
129,2,8,3,2017,59,6,27,361,8670,520197,hacker_news,full,31
116,5,12,3,2016,38,1,6,0,1,37,hacker_news,full_201510,2
108,5,12,3,2016,39,1,6,0,1,37,hacker_news,stories,2
174,4,3,8,2018,44,14,58,874,20990,1259382,human_genome_variants,1000_genomes_pedigree,59
367,1,20,11,2018,1,22,88,983,23613,1416779,human_genome_variants,1000_genomes_phase_3_optimized_schema_variants_20150220,65
340,3,23,8,2018,16,21,85,894,21476,1288574,human_genome_variants,1000_genomes_phase_3_variants_20150220,48
1421,4,3,8,2018,44,14,58,874,20990,1259382,human_genome_variants,1000_genomes_sample_info,59
160,3,23,8,2018,12,20,80,894,21475,1288510,human_genome_variants,platinum_genomes_deepvariant_variants_20180823,48
221,4,3,8,2018,42,14,58,874,20990,1259380,human_genome_variants,simons_genome_diversity_project_sample_attributes,59
135,4,3,8,2018,40,14,58,874,20990,1259378,human_genome_variants,simons_genome_diversity_project_sample_metadata,59
341,3,23,8,2018,10,20,80,894,21475,1288508,human_genome_variants,simons_genome_diversity_project_sample_variants,48
566,2,23,8,2017,37,23,94,529,12719,763115,human_variant_annotation,ensembl_1000genomes_phase3_hg19_release89,12
654,1,4,9,2018,38,20,82,906,21764,1305816,human_variant_annotation,ensembl_1000genomes_phase3_hg19_release93,4
631,2,23,8,2017,37,23,94,529,12719,763115,human_variant_annotation,ensembl_1000genomes_phase3_hg38_release89,12
694,1,4,9,2018,39,20,82,906,21764,1305817,human_variant_annotation,ensembl_1000genomes_phase3_hg38_release93,4
518,2,23,8,2017,37,23,94,529,12719,763115,human_variant_annotation,ensembl_esp6500_aa_hg19_release89,12
634,1,4,9,2018,41,20,82,906,21764,1305819,human_variant_annotation,ensembl_esp6500_aa_hg19_release93,4
550,2,23,8,2017,37,23,94,529,12719,763115,human_variant_annotation,ensembl_esp6500_aa_hg38_release89,12
634,1,4,9,2018,42,20,82,906,21764,1305820,human_variant_annotation,ensembl_esp6500_aa_hg38_release93,4
518,2,23,8,2017,37,23,94,529,12719,763115,human_variant_annotation,ensembl_esp6500_ea_hg19_release89,12
634,1,4,9,2018,42,20,82,906,21764,1305820,human_variant_annotation,ensembl_esp6500_ea_hg19_release93,4
550,2,23,8,2017,37,23,94,529,12719,763115,human_variant_annotation,ensembl_esp6500_ea_hg38_release89,12
634,1,4,9,2018,43,20,82,906,21764,1305821,human_variant_annotation,ensembl_esp6500_ea_hg38_release93,4
658,2,5,9,2018,31,14,58,907,21781,1306889,human_variant_annotation,gnomad_exac_hg19_release1,4
1227,1,4,9,2018,50,20,83,906,21764,1305828,human_variant_annotation,gnomad_exac_hg19_release1_legacy,4
2407,2,23,8,2017,37,23,94,529,12719,763115,human_variant_annotation,gnomad_gnomad_exomes_hg19_release170228,12
1277,2,5,9,2018,27,14,57,907,21781,1306886,human_variant_annotation,gnomad_gnomad_exomes_hg19_release_2_0_2,4
2216,2,23,8,2017,37,23,94,529,12719,763115,human_variant_annotation,gnomad_gnomad_genomes_hg19_release170228,12
1193,2,5,9,2018,57,14,59,907,21782,1306915,human_variant_annotation,gnomad_gnomad_genomes_hg19_release_2_0_2,4
574,2,23,8,2017,37,23,94,529,12719,763115,human_variant_annotation,ncbi_clinvar_hg19_20170705,12
365,1,4,9,2018,45,20,83,906,21764,1305823,human_variant_annotation,ncbi_clinvar_hg19_20180701,4
574,2,23,8,2017,37,23,94,529,12719,763115,human_variant_annotation,ncbi_clinvar_hg38_20170705,12
365,1,4,9,2018,45,20,83,906,21764,1305823,human_variant_annotation,ncbi_clinvar_hg38_20180701,4
459,2,23,8,2017,37,23,94,529,12719,763115,human_variant_annotation,ncbi_dbsnp_hg19_20170710,12
484,1,4,9,2018,45,20,83,906,21764,1305823,human_variant_annotation,ncbi_dbsnp_hg19_20180423,4
459,2,23,8,2017,37,23,94,529,12719,763115,human_variant_annotation,ncbi_dbsnp_hg38_20170710,12
484,1,4,9,2018,45,20,83,906,21764,1305823,human_variant_annotation,ncbi_dbsnp_hg38_20180418,4
1013,1,7,11,2017,34,14,58,605,14534,872012,irs_990,irs_990_2012,20
4319,1,7,11,2017,36,14,58,605,14534,872014,irs_990,irs_990_2013,20
4319,1,7,11,2017,37,14,58,605,14534,872015,irs_990,irs_990_2014,20
4326,1,7,11,2017,39,14,58,605,14534,872017,irs_990,irs_990_2015,20
4326,1,7,11,2017,40,14,58,605,14534,872019,irs_990,irs_990_2016,20
344,1,7,11,2017,41,14,58,605,14534,872019,irs_990,irs_990_ein,20
652,1,7,11,2017,35,14,58,605,14534,872013,irs_990,irs_990_ez_2012,20
1243,1,7,11,2017,35,14,58,605,14534,872013,irs_990,irs_990_ez_2013,20
